學號,10101性別,10102性別,10201性別,10202性別,10301性別,10302性別,10401性別,10402性別,10101身分甲,10102身分甲,10201身分甲,10202身分甲,10301身分甲,10302身分甲,10401身分甲,10402身分甲,10101身分乙,10102身分乙,10201身分乙,10202身分乙,10301身分乙,10302身分乙,10401身分乙,10402身分乙,10101身分丙,10102身分丙,10201身分丙,10202身分丙,10301身分丙,10302身分丙,10401身分丙,10402身分丙
410179118,男性,男性,男性,男性,男性,男性,男性,男性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179119,男性,男性,男性,男性,男性,男性,男性,男性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),外國學生(獎學金受獎生),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179120,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179121,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179122,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179123,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180001,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180002,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180003,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180004,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180005,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180006,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180007,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180008,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180009,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180010,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180011,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180012,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180013,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180014,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180015,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180016,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180017,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180018,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180019,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180020,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180021,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180022,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180023,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180024,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180025,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180026,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180027,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180028,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180029,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180030,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180031,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180032,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180033,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180034,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180035,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180036,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180037,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180038,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180039,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180040,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180041,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180042,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180043,女性,女性,女性,女性,女性,女性,女性,女性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180044,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180045,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180046,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180047,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180048,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180049,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180050,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180051,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180052,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180053,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180054,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410180055,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181001,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181003,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181004,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181005,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181006,男性,男性,男性,男性,-,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-
410181007,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181008,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181009,女性,女性,女性,女性,-,-,-,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181010,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181011,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181012,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181015,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181016,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181017,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181018,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181019,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181020,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181022,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181024,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181026,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181027,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181031,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181032,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181033,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181034,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181035,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181036,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181037,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181038,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181039,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181040,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181041,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181042,女性,女性,女性,女性,女性,女性,女性,女性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410181044,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
